Name,Population,Pop2000,IncomePerCapita,PercentCollegeGrad,MedianRent,CommuteTime,LandArea
"Sharkey, MS",4916,6580.0,23407,16.2,$235,16.9,431.72
"Simpson, MS",27503,27639.0,26293,14.2,$394,34.2,589.16
"Smith, MS",16491,16182.0,23274,16.0,$317,31.3,636.25
"Stone, MS",17786,13622.0,26519,12.9,$406,27.6,445.49
"Sunflower, MS",29450,34369.0,20701,13.3,$298,15.1,697.75
"Tallahatchie, MS",15378,14903.0,23382,10.5,$183,24.9,645.29
"Tate, MS",28886,25370.0,26720,12.7,$415,26.6,404.76
"Tippah, MS",22232,20826.0,23535,10.0,$312,24.9,457.82
"Tishomingo, MS",19593,19163.0,21960,12.0,$279,21.7,424.25
"Tunica, MS",10778,9227.0,23325,13.7,$466,17.9,454.67
"Union, MS",27134,25362.0,24696,13.3,$358,23.6,415.6
"Walthall, MS",15443,15156.0,21509,14.6,$290,34.4,403.94
"Warren, MS",48773,49644.0,32898,22.7,$430,19.5,588.5
"Washington, MS",51137,62977.0,24175,17.9,$372,18.4,724.74
"Wayne, MS",20747,21216.0,23634,9.9,$279,31.7,810.75
"Webster, MS",10253,10294.0,21630,14.1,$265,26.5,420.94
"Wilkinson, MS",9878,10312.0,19153,8.0,$208,31.2,678.11
"Winston, MS",19198,20160.0,24102,13.9,$391,24.2,607.25
"Yalobusha, MS",12678,13051.0,23175,12.0,$225,24.6,467.13
"Yazoo, MS",28065,28149.0,22228,11.2,$348,29.8,922.95
"Beaverhead, MT",9246,9202.0,30642,30.3,$384,13.8,5541.62
"Big Horn, MT",12865,12671.0,22297,11.0,$357,17.2,4995.46
"Blaine, MT",6491,7009.0,23226,17.7,$137,13.4,4227.55
"Broadwater, MT",5612,4385.0,26712,14.0,$312,28.6,1192.54
"Carbon, MT",10078,9552.0,35714,28.2,$479,22.9,2048.79
"Carter, MT",1160,1360.0,27792,13.0,$296,12.3,3340.75
"Cascade, MT",81327,80357.0,34417,23.3,$444,15.1,2698.16
"Chouteau, MT",5813,5970.0,32753,21.8,$223,18.8,3972.49
"Custer, MT",11699,11696.0,30348,20.5,$374,15.2,3783.36
"Daniels, MT",1751,2017.0,36106,20.1,$278,11.6,1426.11
"Dawson, MT",8966,9059.0,29268,16.1,$338,16.9,2371.87
"Deer Lodge, MT",9298,9417.0,27316,18.9,$378,21.1,736.53
"Fallon, MT",2890,2837.0,35405,12.4,$339,10.5,1620.77
"Fergus, MT",11586,11893.0,32585,23.9,$348,16.0,4339.8
"Flathead, MT",90928,74471.0,35185,26.4,$566,17.7,5087.66
"Gallatin, MT",89513,67831.0,36117,44.5,$680,17.8,2602.69
"Garfield, MT",1206,1279.0,27730,15.3,$240,11.0,4675.36
"Glacier, MT",13399,13247.0,25349,17.5,$305,11.4,2995.94
"Golden Valley, MT",884,1042.0,27449,20.1,$388,31.8,1175.34
"Granite, MT",3079,2830.0,30022,21.9,$361,21.9,1727.42
"Hill, MT",16096,16673.0,33792,20.0,$390,12.3,2898.96
"Jefferson, MT",11406,10049.0,34999,31.6,$409,19.6,1656.26
"Judith Basin, MT",2072,2329.0,27633,30.8,$229,16.9,1869.82
"Lake, MT",28746,26507.0,25853,22.4,$440,17.7,1490.15
"Lewis and Clark, MT",63395,55716.0,36553,33.3,$564,16.7,3458.83
"Liberty, MT",2339,2158.0,32644,15.8,$325,16.7,1430.05
"Lincoln, MT",19687,18837.0,25156,16.1,$354,17.6,3612.92
"Madison, MT",7691,6851.0,34078,27.5,$463,19.7,3587.48
"McCone, MT",1734,1977.0,24857,19.4,$253,16.2,2643.17
"Meagher, MT",1891,1932.0,28356,21.6,$333,15.2,2391.91
"Mineral, MT",4223,3884.0,26058,14.3,$388,19.8,1219.44
"Missoula, MT",109299,95802.0,33587,37.1,$594,17.1,2593.42
"Musselshell, MT",4538,4497.0,23909,13.6,$342,23.1,1868.16
"Park, MT",15636,15694.0,32140,30.2,$462,21.3,2803.06
"Petroleum, MT",494,493.0,25159,12.6,$238,11.5,1654.87
"Phillips, MT",4253,4601.0,26876,14.8,$316,16.8,5140.04
"Pondera, MT",6153,6424.0,29484,20.7,$427,16.1,1622.86
"Powder River, MT",1743,1858.0,23088,20.7,$344,15.3,3297.3
"Powell, MT",7027,7180.0,22852,18.8,$462,20.2,2326.39
"Prairie, MT",1179,1199.0,28874,13.9,$353,12.6,1736.74
"Ravalli, MT",40212,36070.0,28511,23.3,$553,21.9,2390.82
"Richland, MT",9746,9667.0,36960,15.3,$351,17.8,2084.14
"Roosevelt, MT",10425,10620.0,23506,18.0,$307,12.4,2354.79
"Rosebud, MT",9233,9383.0,30364,16.2,$301,14.0,5010.4
"Sanders, MT",11413,10227.0,23394,15.2,$399,24.5,2760.52
"Sheridan, MT",3384,4105.0,31783,17.0,$294,13.4,1677.08
"Silver Bow, MT",34200,34606.0,35908,22.4,$396,16.4,718.48
"Stillwater, MT",9117,8195.0,32589,20.7,$472,26.5,1795.35
"Sweet Grass, MT",3651,3609.0,28448,28.2,$411,22.9,1855.21
"Teton, MT",6073,6445.0,34257,20.4,$412,18.2,2272.38
"Toole, MT",5324,5267.0,32067,20.1,$448,16.7,1915.65
"Treasure, MT",718,861.0,25248,18.4,$295,16.4,977.4
"Valley, MT",7369,7675.0,31556,17.4,$289,13.4,4925.82
"Wheatland, MT",2168,2259.0,27423,19.3,$182,16.0,1423.2
"Wibaux, MT",1017,1068.0,27141,20.0,$332,15.7,889.27
"Yellowstone, MT",147972,129352.0,38124,27.7,$535,17.2,2633.29
"Yellowstone National Park, MT",0,,0,0.0,$0,0.0,0.0
"Alamance, NC",151131,130800.0,29575,21.0,$535,21.7,423.94
"Alexander, NC",37198,33603.0,28349,12.2,$418,23.9,259.99
"Alleghany, NC",11155,10677.0,25905,16.5,$349,23.8,235.06
"Anson, NC",26948,25275.0,26196,7.2,$379,24.5,531.45
"Ashe, NC",27281,24384.0,25962,16.5,$376,24.5,426.14
"Avery, NC",17797,17167.0,24656,21.8,$487,21.5,247.09
"Beaufort, NC",47759,44958.0,29175,17.4,$361,26.2,827.19
"Bertie, NC",21282,19773.0,25656,9.6,$336,26.6,699.27
"Bladen, NC",35190,32278.0,26033,11.6,$332,25.5,874.33
"Brunswick, NC",107431,73143.0,29379,21.6,$550,24.4,846.97
"Buncombe, NC",238318,206330.0,33347,30.6,$587,20.6,656.67
"Burke, NC",90912,89148.0,27595,14.5,$409,21.4,507.1
"Cabarrus, NC",178011,131063.0,34099,22.2,$570,26.6,361.75
"Caldwell, NC",83029,77415.0,27240,12.6,$413,22.2,471.57
"Camden, NC",9980,6885.0,30377,19.5,$617,31.9,240.56
"Carteret, NC",66469,59383.0,34241,24.0,$518,23.6,506.25
"Caswell, NC",23719,23501.0,25917,11.2,$337,30.3,424.92
"Catawba, NC",154358,141685.0,31051,19.0,$473,20.8,398.72
"Chatham, NC",63505,49329.0,41901,33.8,$572,26.4,682.19
"Cherokee, NC",27444,24298.0,23116,14.9,$405,21.6,455.43
"Chowan, NC",14793,14526.0,29610,15.5,$400,28.4,172.47
"Clay, NC",10587,8775.0,24519,20.0,$413,26.3,214.75
"Cleveland, NC",98078,96287.0,28151,15.9,$430,22.8,464.25
"Columbus, NC",58098,54749.0,27592,11.4,$315,26.2,937.29
"Craven, NC",103505,91436.0,33242,21.6,$516,19.1,708.96
"Cumberland, NC",319431,302963.0,36548,21.2,$592,20.9,652.32
"Currituck, NC",23547,18190.0,32346,15.4,$563,31.8,261.85
"Dare, NC",33920,29967.0,35490,32.0,$832,20.2,383.42
"Davidson, NC",162878,147246.0,29332,15.4,$431,22.3,552.68
"Davie, NC",41240,34835.0,34594,21.4,$496,22.8,264.11
"Duplin, NC",58505,49063.0,25214,9.9,$335,23.9,816.22
"Durham, NC",267587,223314.0,37308,44.0,$667,22.0,285.98
"Edgecombe, NC",56552,55606.0,26605,9.9,$348,19.8,505.34
"Forsyth, NC",350670,306067.0,37600,30.8,$530,20.4,408.15
"Franklin, NC",60619,47260.0,27685,14.3,$436,32.1,491.68
"Gaston, NC",206086,190365.0,31585,17.3,$506,24.3,356.03
"Gates, NC",12197,10516.0,24302,11.9,$428,38.3,340.45
"Graham, NC",8861,7993.0,25487,9.2,$269,17.0,292.08
"Granville, NC",59916,48498.0,25763,13.4,$450,26.6,531.57
"Greene, NC",21362,18974.0,23442,11.1,$346,23.6,265.93
"Guilford, NC",488406,421048.0,37013,32.2,$587,21.0,645.7
"Halifax, NC",54691,57370.0,25153,11.7,$358,22.1,724.09
"Harnett, NC",114678,91025.0,26612,16.0,$473,28.0,594.99
"Haywood, NC",59036,54033.0,29356,20.3,$494,21.8,553.69
"Henderson, NC",106740,89173.0,33500,26.0,$541,21.5,373.07
"Hertford, NC",24669,22601.0,24923,14.9,$371,23.0,353.06
"Hoke, NC",46952,33646.0,24050,13.8,$471,25.0,390.74
"Hyde, NC",5810,5826.0,27312,11.5,$335,25.6,612.7
"Iredell, NC",159437,122660.0,31715,20.3,$536,23.7,573.83
"Jackson, NC",40271,33121.0,27762,26.2,$451,20.6,490.76
"Johnston, NC",168878,121965.0,31238,18.8,$488,28.5,791.3
"Jones, NC",10153,10381.0,28860,10.4,$318,26.4,470.71
"Lee, NC",57866,49040.0,30052,18.1,$435,21.7,254.96
"Lenoir, NC",59495,59648.0,29600,13.9,$381,21.7,400.59
"Lincoln, NC",78265,63780.0,30450,17.1,$462,28.1,297.94
"Macon, NC",33922,29811.0,28443,19.5,$479,20.8,515.56
"Madison, NC",20764,19635.0,25008,19.4,$412,29.9,449.57
"Martin, NC",24505,25593.0,27786,12.1,$324,22.0,461.22
"McDowell, NC",44996,42151.0,24447,13.2,$373,22.2,440.61
"Mecklenburg, NC",919628,695454.0,45483,40.5,$685,24.6,523.84
"Mitchell, NC",15579,15687.0,23710,14.6,$326,25.7,221.43
"Montgomery, NC",27798,26822.0,26270,13.3,$360,24.0,491.76
"Moore, NC",88247,74769.0,37800,27.9,$503,22.1,697.84
"Nash, NC",95840,87420.0,31374,18.9,$446,20.7,540.41
"New Hanover, NC",202667,160307.0,35461,35.5,$691,19.6,191.53
"Northampton, NC",22099,22086.0,28389,12.8,$310,24.3,536.59
"Onslow, NC",177772,150355.0,35222,16.8,$584,20.4,762.74
"Orange, NC",133801,118227.0,43844,53.7,$683,21.8,397.96
"Pamlico, NC",13144,12934.0,32036,15.3,$443,26.4,336.54
"Pasquotank, NC",40661,34897.0,25822,19.2,$491,23.1,226.88
"Pender, NC",52217,41082.0,26669,16.5,$500,27.9,869.8
"Perquimans, NC",13453,11368.0,28122,15.2,$397,29.6,247.09
"Person, NC",39464,35623.0,27706,13.4,$452,29.8,392.32
"Pitt, NC",168148,133798.0,30984,28.7,$480,19.5,651.98
"Polk, NC",20510,18324.0,38715,26.3,$484,26.7,237.79
"Randolph, NC",141752,130454.0,27160,12.9,$434,22.6,782.52
"Richmond, NC",46639,46564.0,25574,11.1,$327,19.4,473.82
"Robeson, NC",134168,123339.0,22943,12.7,$328,24.3,949.22
"Rockingham, NC",93643,91928.0,27550,12.5,$399,25.2,565.55
"Rowan, NC",138428,130340.0,29407,16.4,$490,22.8,511.37
"Rutherford, NC",67810,62899.0,26702,14.5,$355,23.3,564.15
"Sampson, NC",63431,60161.0,26553,12.4,$340,24.4,944.74
"Scotland, NC",36157,35998.0,24326,15.2,$363,19.5,318.85
"Stanly, NC",60585,58100.0,28803,15.2,$416,25.3,395.09
"Stokes, NC",47401,44711.0,27141,10.8,$385,28.8,448.86
"Surry, NC",73673,71219.0,28497,14.3,$367,24.1,532.17
"Swain, NC",13981,12968.0,24500,19.0,$452,17.4,528.0
"Transylvania, NC",33090,29334.0,31837,28.9,$487,22.0,378.53
"Tyrrell, NC",4407,4149.0,24714,7.3,$271,29.3,389.04
"Union, NC",201292,123677.0,32086,26.7,$602,28.5,631.52
"Vance, NC",45422,42954.0,26730,11.5,$374,23.4,253.52
"Wake, NC",900993,627846.0,41714,47.5,$691,23.9,835.22
"Warren, NC",20972,19972.0,21770,13.0,$323,30.2,428.46
"Washington, NC",13228,13723.0,26323,11.5,$316,25.6,348.14
"Watauga, NC",51079,42695.0,30568,34.9,$604,18.7,312.56
"Wayne, NC",122623,113329.0,28974,16.4,$414,21.0,553.09
"Wilkes, NC",69340,65632.0,30659,12.0,$381,23.6,754.28
"Wilson, NC",81234,73814.0,30833,17.1,$429,19.8,368.17
"Yadkin, NC",38406,36348.0,27611,10.6,$376,25.5,334.83
"Yancey, NC",17818,17774.0,22797,15.7,$332,26.2,312.6
"Adams, ND",2343,2593.0,32011,17.3,$288,12.8,987.62
"Barnes, ND",11066,11775.0,36260,26.2,$362,14.3,1491.55
"Benson, ND",6660,6964.0,24533,10.3,$188,15.3,1388.71
"Billings, ND",783,888.0,32677,19.2,$330,18.4,1148.85
"Bottineau, ND",6429,7149.0,42736,20.8,$335,18.2,1668.42
"Bowman, ND",3151,3242.0,42903,18.1,$322,12.9,1161.81
"Burke, ND",1968,2242.0,44732,16.6,$276,18.5,1103.57
"Burleigh, ND",81308,69416.0,37269,31.8,$512,16.3,1632.65
"Cass, ND",149778,123138.0,38872,34.7,$539,16.1,1764.94
"Cavalier, ND",3993,4831.0,46690,17.1,$306,13.4,1488.75
"Dickey, ND",5289,5757.0,36801,18.2,$339,13.7,1131.47
"Divide, ND",2071,2283.0,37791,17.5,$306,14.7,1260.79
"Dunn, ND",3536,3600.0,26440,13.2,$194,24.0,2008.46
"Eddy, ND",2385,2757.0,32627,15.5,$318,17.5,630.17
"Emmons, ND",3550,4331.0,35458,13.8,$220,19.4,1510.44
"Foster, ND",3343,3759.0,35618,18.7,$338,13.4,635.45
"Golden Valley, ND",1680,1924.0,25764,19.0,$258,16.5,1000.79
"Grand Forks, ND",66861,66109.0,33345,31.8,$550,13.6,1436.38
"Grant, ND",2394,2841.0,28134,16.9,$293,24.0,1659.14
"Griggs, ND",2420,2754.0,36140,22.4,$288,19.0,708.82
"Hettinger, ND",2477,2715.0,44081,19.8,$284,15.3,1132.22
"Kidder, ND",2435,2753.0,28156,15.7,$308,24.6,1351.19
"LaMoure, ND",4139,4701.0,45565,18.1,$314,18.1,1145.94
"Logan, ND",1990,2308.0,37932,12.4,$319,18.6,992.82
"McHenry, ND",5395,5987.0,32287,16.5,$276,28.9,1873.95
"McIntosh, ND",2809,3390.0,34929,17.1,$283,11.3,974.73
"McKenzie, ND",6360,5737.0,32927,21.3,$320,19.6,2760.32
"McLean, ND",8962,9311.0,38108,18.4,$308,22.6,2110.88
"Mercer, ND",8424,8644.0,39550,17.8,$326,16.0,1042.96
"Morton, ND",27471,25303.0,31070,21.3,$440,19.7,1926.27
"Mountrail, ND",7673,6631.0,32324,21.4,$319,16.9,1825.3
"Nelson, ND",3126,3715.0,32238,17.9,$286,21.9,981.78
"Oliver, ND",1846,2065.0,35377,18.1,$288,21.3,722.51
"Pembina, ND",7413,8585.0,35938,16.3,$352,16.1,1118.69
"Pierce, ND",4357,4675.0,29655,11.2,$311,15.6,1018.6
"Ramsey, ND",11451,12066.0,35813,22.8,$386,11.0,1186.85
"Ransom, ND",5457,5890.0,31587,17.5,$389,18.0,862.36
"Renville, ND",2470,2610.0,48863,19.0,$323,21.5,877.05
"Richland, ND",16321,17998.0,32559,20.0,$362,19.5,1435.78
"Rolette, ND",13937,13674.0,23809,18.0,$202,14.8,903.08
"Sargent, ND",3829,4366.0,40783,14.7,$331,17.7,858.51
"Sheridan, ND",1321,1710.0,38036,13.2,$244,17.5,972.38
"Sioux, ND",4153,4044.0,17602,14.1,$139,17.6,1094.09
"Slope, ND",727,767.0,30374,23.1,$365,20.0,1214.92
"Stark, ND",24199,22636.0,35186,23.3,$448,15.2,1334.74
"Steele, ND",1975,2258.0,47872,19.6,$319,16.1,712.22
"Stutsman, ND",21100,21908.0,36466,22.8,$406,13.5,2221.72
"Towner, ND",2246,2876.0,42426,22.4,$276,15.4,1024.56
"Traill, ND",8121,8477.0,35836,25.3,$399,18.4,861.95
"Walsh, ND",11119,12389.0,35558,16.2,$367,16.5,1281.93
"Ward, ND",61675,58795.0,37104,25.6,$476,14.4,2013.28
"Wells, ND",4207,5102.0,40024,16.7,$304,12.8,1271.05
"Williams, ND",22398,19761.0,40708,18.4,$398,16.0,2077.4
"Adams, NE",31364,31151.0,29371,22.3,$442,15.1,563.27
"Antelope, NE",6685,7452.0,29248,16.0,$267,17.2,857.22
"Arthur, NE",460,444.0,18853,14.9,$245,20.1,715.36
"Banner, NE",690,819.0,26335,24.6,$248,25.4,746.11
"Blaine, NE",478,583.0,19259,19.8,$177,16.7,710.87
"Boone, NE",5505,6259.0,30930,15.9,$227,18.9,686.55
"Box Butte, NE",11308,12158.0,33606,21.6,$360,12.2,1075.29
"Boyd, NE",2099,2438.0,22291,12.8,$198,18.6,539.94
"Brown, NE",3145,3525.0,28135,15.8,$272,12.1,1221.33
"Buffalo, NE",46102,42259.0,31309,32.2,$488,14.1,968.11
"Burt, NE",6858,7791.0,30537,19.3,$332,23.1,491.58
"Butler, NE",8395,8767.0,30101,16.3,$340,20.8,584.91
"Cass, NE",25241,24334.0,34610,22.7,$472,26.0,557.45
"Cedar, NE",8852,9615.0,33056,15.4,$306,16.4,740.31
"Chase, NE",3966,4068.0,31406,15.5,$293,10.5,894.42
"Cherry, NE",5713,6148.0,27308,22.3,$416,12.1,5960.42
"Cheyenne, NE",9998,9830.0,37010,26.2,$385,14.2,1196.29
"Clay, NE",6542,7039.0,29337,17.2,$321,18.1,572.29
"Colfax, NE",10515,10441.0,30513,10.2,$403,19.1,411.66
"Cuming, NE",9139,10203.0,36387,16.2,$312,14.9,570.62
"Custer, NE",10939,11793.0,33283,17.0,$233,17.3,2575.52
"Dakota, NE",21006,20253.0,25569,13.8,$492,15.8,264.26
"Dawes, NE",9182,9060.0,23537,30.9,$344,12.9,1396.46
"Dawson, NE",24326,24365.0,26240,14.9,$365,14.8,1013.1
"Deuel, NE",1941,2098.0,31351,19.7,$316,18.4,439.85
"Dixon, NE",6000,6339.0,32742,14.0,$320,21.4,476.23
"Dodge, NE",36691,36160.0,31243,18.1,$477,17.6,528.71
"Douglas, NE",517110,463585.0,45946,34.7,$588,18.1,328.46
"Dundy, NE",2008,2292.0,33356,25.4,$244,15.3,919.68
"Fillmore, NE",5890,6634.0,33949,16.9,$295,13.9,575.37
"Franklin, NE",3225,3574.0,28393,18.5,$297,18.9,575.82
"Frontier, NE",2756,3099.0,34391,22.0,$326,20.1,974.59
"Furnas, NE",4959,5324.0,28689,16.0,$264,22.8,719.13
"Gage, NE",22311,22993.0,33076,17.4,$400,20.6,851.49
"Garden, NE",2057,2292.0,31989,22.4,$248,14.9,1704.28
"Garfield, NE",2049,1902.0,28712,14.6,$226,13.7,569.79
"Gosper, NE",2044,2143.0,28771,16.9,$364,19.0,458.16
"Grant, NE",614,747.0,12358,18.0,$238,13.6,776.22
"Greeley, NE",2538,2714.0,29263,13.1,$262,18.4,569.81
"Hall, NE",58607,53534.0,33223,16.7,$452,14.8,546.29
"Hamilton, NE",9124,9403.0,30294,20.6,$344,17.9,542.88
"Harlan, NE",3423,3786.0,27667,17.9,$243,20.0,553.47
"Hayes, NE",967,1068.0,25360,18.7,$328,22.5,713.06
"Hitchcock, NE",2908,3111.0,26239,13.1,$294,17.0,709.94
"Holt, NE",10435,11551.0,31910,16.7,$270,14.4,2412.4
"Hooker, NE",736,783.0,18294,25.3,$141,13.8,721.12
"Howard, NE",6274,6567.0,28353,12.3,$330,21.9,569.34
"Jefferson, NE",7547,8333.0,32691,13.8,$317,16.4,570.19
"Johnson, NE",5217,4488.0,30010,14.1,$329,23.4,376.05
"Kearney, NE",6489,6882.0,33384,23.9,$386,17.6,516.24
"Keith, NE",8368,8875.0,28303,19.0,$352,15.8,1061.6
"Keya Paha, NE",824,983.0,21254,10.8,$260,15.0,773.07
"Kimball, NE",3821,4089.0,30250,19.0,$375,17.9,951.85
"Knox, NE",8701,9374.0,26975,16.0,$230,16.7,1108.35
"Lancaster, NE",285407,250291.0,35360,35.0,$557,17.7,837.55
"Lincoln, NE",36288,34632.0,31184,18.7,$435,15.6,2564.07
"Logan, NE",763,774.0,26897,21.4,$362,28.5,570.66
"Loup, NE",632,712.0,8579,11.1,$192,28.9,568.29
"Madison, NE",34876,35226.0,31916,17.7,$406,15.1,572.74
"McPherson, NE",539,533.0,15913,21.2,$294,26.7,858.98
"Merrick, NE",7845,8204.0,29338,15.5,$344,22.3,484.88
"Morrill, NE",5042,5440.0,27599,19.6,$343,17.4,1423.84
"Nance, NE",3735,4038.0,31190,12.6,$286,23.1,441.63
"Nemaha, NE",7248,7576.0,32920,23.3,$355,17.7,407.38
"Nuckolls, NE",4500,5057.0,28490,13.8,$275,14.3,575.16
"Otoe, NE",15740,15396.0,29802,20.9,$428,20.5,615.63
"Pawnee, NE",2773,3087.0,30441,15.5,$206,21.8,431.08
"Perkins, NE",2970,3200.0,33292,18.8,$339,15.7,883.34
"Phelps, NE",9188,9747.0,34413,20.1,$350,13.1,539.79
"Pierce, NE",7266,7857.0,29560,15.0,$327,19.0,573.25
"Platte, NE",32237,31662.0,32779,18.5,$432,14.9,674.06
"Polk, NE",5406,5639.0,32433,14.7,$268,18.1,438.35
"Red Willow, NE",11055,11448.0,30516,19.0,$347,13.6,716.99
"Richardson, NE",8363,9531.0,30960,13.8,$280,17.3,551.84
"Rock, NE",1526,1756.0,23001,19.2,$315,16.1,1008.32
"Saline, NE",14200,13843.0,30142,15.8,$459,17.4,574.02
"Sarpy, NE",158840,122595.0,36356,34.9,$666,19.6,238.99
"Saunders, NE",20780,19830.0,35402,23.2,$535,25.5,750.23
"Scotts Bluff, NE",36970,36951.0,30894,18.7,$405,15.3,739.4
"Seward, NE",16750,16496.0,33486,26.6,$385,19.5,571.43
"Sheridan, NE",5469,6198.0,24623,20.7,$290,18.0,2440.86
"Sherman, NE",3152,3318.0,29090,14.0,$287,26.3,565.83
"Sioux, NE",1311,1475.0,19503,25.5,$382,19.7,2066.74
"Stanton, NE",6129,6455.0,31392,12.1,$397,18.1,427.95
"Thayer, NE",5228,6055.0,34720,15.4,$257,14.8,573.81
"Thomas, NE",647,729.0,18735,20.9,$305,23.4,713.24
"Thurston, NE",6940,7171.0,25507,12.1,$248,16.6,393.58
"Valley, NE",4260,4647.0,27986,17.1,$265,14.3,568.05
"Washington, NE",20234,18780.0,37113,28.8,$557,23.0,389.96
"Wayne, NE",9595,9851.0,29370,26.0,$345,14.2,442.92
"Webster, NE",3812,4061.0,31402,12.1,$302,17.8,574.91
"Wheeler, NE",818,886.0,26742,19.6,$367,15.4,575.18
"York, NE",13665,14598.0,32536,19.4,$410,13.8,572.51
"Belknap, NH",60088,56325.0,38176,25.7,$700,24.1,400.23
"Carroll, NH",47818,43666.0,38655,29.9,$649,24.6,931.06
"Cheshire, NH",77117,73825.0,36507,29.9,$748,21.4,706.66
"Coos, NH",33055,33111.0,31179,16.7,$498,22.0,1794.69
"Grafton, NH",89118,81743.0,44894,34.6,$723,20.8,1708.75
"Hillsborough, NH",400721,380841.0,43625,34.1,$873,25.6,876.14
"Merrimack, NH",146445,136225.0,38661,33.0,$769,25.0,934.12
"Rockingham, NH",295223,277359.0,47196,36.0,$910,28.8,694.72
"Strafford, NH",123143,112233.0,33662,29.4,$789,25.1,368.98
"Sullivan, NH",43742,40458.0,36362,24.9,$645,24.3,537.31
"Atlantic, NJ",274549,252552.0,36325,23.8,$815,23.5,555.7
"Bergen, NJ",905116,884118.0,67125,44.2,$1104,29.2,233.01
"Burlington, NJ",448734,423394.0,44077,33.0,$902,27.9,798.58
"Camden, NJ",513657,508932.0,39266,27.5,$738,26.9,221.26
"Cape May, NJ",97265,102326.0,42052,27.2,$784,21.6,251.43
"Cumberland, NJ",156898,146438.0,29599,13.4,$662,24.2,483.7
"Essex, NJ",783969,793633.0,50156,30.7,$830,30.7,126.21
"Gloucester, NJ",288288,254673.0,37331,26.6,$790,27.9,322.01
"Hudson, NJ",634266,608975.0,39292,33.4,$911,32.5,46.19
"Hunterdon, NJ",128349,121989.0,66449,48.0,$977,34.0,427.82
"Mercer, NJ",366513,350761.0,52255,38.7,$885,27.0,224.56
"Middlesex, NJ",809858,750162.0,46674,37.4,$1036,31.5,308.91
"Monmouth, NJ",630380,615301.0,54801,38.8,$966,33.0,468.79
"Morris, NJ",492276,470212.0,71713,48.1,$1096,29.3,460.18
"Ocean, NJ",576567,510916.0,37228,24.2,$1012,31.2,628.78
"Passaic, NJ",501226,489049.0,39389,24.3,$898,26.6,184.59
"Salem, NJ",66083,64285.0,35236,17.9,$700,29.4,331.9
"Somerset, NJ",323444,297490.0,70949,49.3,$1128,30.5,301.81
"Sussex, NJ",149265,144166.0,46630,30.7,$922,37.6,519.01
"Union, NJ",536499,522541.0,50797,31.3,$925,27.4,102.86
"Warren, NJ",108692,102437.0,40426,28.0,$805,35.2,356.92
"Bernalillo, NM",662564,556678.0,34983,31.6,$610,22.0,1160.83
"Catron, NM",3725,3543.0,19257,24.1,$410,27.1,6923.69
"Chaves, NM",65645,61382.0,28254,15.4,$423,16.0,6065.28
"Cibola, NM",27213,25595.0,22252,10.4,$299,22.7,4539.48
"Colfax, NM",13750,14189.0,26624,20.2,$370,17.8,3758.06
"Curry, NM",48376,45044.0,29449,18.3,$423,14.5,1404.8
"De Baca, NM",2022,2240.0,23039,21.3,$365,18.5,2322.62
"Dona Ana, NM",209233,174682.0,25106,25.0,$504,18.7,3807.51
"Eddy, NM",53829,51658.0,34523,15.2,$444,17.3,4175.73
"Grant, NM",29514,31002.0,26007,22.5,$405,15.9,3961.63
"Guadalupe, NM",4687,4680.0,16611,8.3,$301,15.6,3030.48
"Harding, NM",695,810.0,16863,12.2,$267,14.4,2125.44
"Hidalgo, NM",4894,5932.0,23967,16.8,$340,14.2,3436.86
"Lea, NM",64727,55511.0,32550,12.4,$432,18.0,4390.93
"Lincoln, NM",20497,19411.0,25100,24.5,$489,15.2,4831.09
"Los Alamos, NM",17950,18343.0,55109,63.4,$808,15.7,109.17
"Luna, NM",25095,25016.0,20933,11.1,$359,15.7,2965.19
"McKinley, NM",71492,74798.0,20755,11.2,$317,21.8,5449.81
"Mora, NM",4881,5180.0,18589,18.3,$350,33.5,1931.27
"Otero, NM",63797,62298.0,23310,15.9,$435,19.6,6613.21
"Quay, NM",9041,10155.0,24947,14.9,$301,18.9,2874.35
"Rio Arriba, NM",40246,41190.0,24053,15.7,$399,29.5,5860.84
"Roosevelt, NM",19846,18018.0,28273,20.4,$383,15.4,2447.43
"San Juan, NM",130044,113801.0,28598,14.2,$522,24.3,5513.07
"San Miguel, NM",29393,30126.0,25290,22.1,$421,20.5,4715.82
"Sandoval, NM",131561,89908.0,29476,27.6,$755,28.4,3710.65
"Santa Fe, NM",144170,129292.0,42184,38.7,$766,21.5,1909.41
"Sierra, NM",11988,13270.0,23508,17.6,$369,15.9,4178.96
"Socorro, NM",17866,18078.0,23873,21.7,$404,19.4,6646.68
"Taos, NM",32937,29979.0,28858,29.5,$594,19.1,2203.11
"Torrance, NM",16383,16911.0,25184,12.4,$446,35.2,3344.85
"Union, NM",4549,4174.0,30731,19.3,$329,18.1,3823.74
"Valencia, NM",76569,66152.0,26715,16.8,$510,30.1,1066.18
"Carson City city, NV",55274,52457.0,41717,21.4,$764,17.1,144.66
"Churchill, NV",24877,23982.0,36806,18.2,$631,18.2,4930.46
"Clark, NV",1951269,1375765.0,39188,21.3,$874,24.3,7891.43
"Douglas, NV",46997,41259.0,56555,25.6,$850,22.6,709.72
"Elko, NV",48818,45291.0,34869,15.7,$595,26.0,17169.83
"Esmeralda, NV",783,971.0,40156,18.6,$282,19.1,3581.88
"Eureka, NV",1987,1651.0,32622,17.6,$534,19.0,4175.68
