Name,Population,Pop2000,IncomePerCapita,PercentCollegeGrad,MedianRent,CommuteTime,LandArea
"Warren, IL",17707,18735.0,26516,19.4,$352,18.8,542.41
"Washington, IL",14716,15148.0,31798,16.5,$355,26.4,562.57
"Wayne, IL",16760,17151.0,28846,10.8,$290,19.7,713.81
"White, IL",14665,15371.0,31442,14.7,$287,25.2,494.77
"Whiteside, IL",58498,60653.0,31163,15.0,$439,19.6,684.25
"Will, IL",677560,502266.0,36687,29.0,$721,33.1,836.91
"Williamson, IL",66357,61296.0,29206,20.7,$418,20.2,420.15
"Winnebago, IL",295266,278418.0,31261,20.5,$533,21.7,513.36
"Woodford, IL",38664,35469.0,35924,25.1,$495,23.4,527.8
"Adams, IN",34387,33625.0,27144,12.3,$439,22.5,339.03
"Allen, IN",355329,331849.0,33698,24.7,$500,20.4,657.31
"Bartholomew, IN",76794,71435.0,36957,25.8,$571,19.6,406.91
"Benton, IN",8854,9421.0,30730,13.8,$402,24.4,406.42
"Blackford, IN",12766,14048.0,25424,12.1,$366,25.0,165.08
"Boone, IN",56640,46107.0,49720,34.7,$595,23.1,422.91
"Brown, IN",15242,14957.0,34893,21.3,$588,34.3,311.98
"Carroll, IN",20155,20165.0,28929,13.2,$428,25.7,372.22
"Cass, IN",38966,40930.0,28255,13.6,$433,20.1,412.16
"Clark, IN",110232,96472.0,32661,16.8,$522,22.2,372.86
"Clay, IN",26890,26556.0,26026,13.2,$405,25.2,357.54
"Clinton, IN",33224,33866.0,27159,12.3,$474,21.5,405.07
"Crawford, IN",10713,10743.0,24419,10.1,$288,34.5,305.64
"Daviess, IN",31648,29820.0,29684,11.6,$379,21.8,429.49
"Dearborn, IN",50047,46109.0,32755,17.0,$532,27.9,305.03
"Decatur, IN",25740,24555.0,30050,14.5,$429,20.5,372.57
"DeKalb, IN",42223,40285.0,29136,16.3,$488,20.5,362.82
"Delaware, IN",117671,118769.0,27611,21.5,$494,19.1,392.12
"Dubois, IN",41889,39674.0,39760,20.1,$417,17.9,427.27
"Elkhart, IN",197559,182791.0,33369,17.6,$577,18.3,463.17
"Fayette, IN",24277,25588.0,26683,8.5,$431,24.1,215.01
"Floyd, IN",74578,70823.0,37745,21.3,$529,21.7,147.94
"Fountain, IN",17240,17954.0,28729,11.5,$386,25.8,395.66
"Franklin, IN",23087,22151.0,31649,17.7,$409,27.5,384.43
"Fulton, IN",20836,20511.0,28993,13.0,$426,23.0,368.39
"Gibson, IN",33503,32500.0,30769,14.2,$381,22.3,487.49
"Grant, IN",70061,73403.0,27170,15.8,$421,18.8,414.07
"Greene, IN",33165,33157.0,27188,10.9,$332,27.8,542.5
"Hamilton, IN",274569,182740.0,46378,52.6,$777,25.0,394.27
"Hancock, IN",70002,55391.0,39643,23.8,$595,27.4,306.02
"Harrison, IN",39364,34325.0,30966,13.1,$471,30.0,484.52
"Hendricks, IN",145448,104093.0,34311,30.2,$700,25.8,406.91
"Henry, IN",49462,48508.0,27890,13.2,$446,27.6,391.88
"Howard, IN",82752,84964.0,32322,18.8,$489,18.8,293.06
"Huntington, IN",37124,38075.0,29458,15.4,$444,20.8,382.65
"Jackson, IN",42376,41335.0,29900,13.6,$492,19.6,509.31
"Jasper, IN",33478,30043.0,30167,15.6,$507,26.2,559.63
"Jay, IN",21253,21806.0,26070,11.3,$349,23.3,383.91
"Jefferson, IN",32428,31705.0,27646,18.1,$443,19.6,360.63
"Jennings, IN",28525,27554.0,27202,7.6,$437,25.0,376.58
"Johnson, IN",139654,115209.0,33624,24.3,$629,25.3,320.43
"Knox, IN",38440,39256.0,30122,15.0,$385,18.4,516.03
"Kosciusko, IN",77358,74057.0,34994,19.3,$488,19.0,531.38
"LaGrange, IN",37128,34909.0,23341,9.8,$480,21.6,379.62
"Lake, IN",496005,484564.0,31833,18.3,$585,27.3,498.96
"LaPorte, IN",111467,110106.0,28945,16.6,$507,21.0,598.3
"Lawrence, IN",46134,45922.0,27868,12.2,$396,25.1,449.17
"Madison, IN",131636,133358.0,29929,16.5,$483,24.6,451.92
"Marion, IN",903393,860454.0,37936,27.7,$572,22.1,396.3
"Marshall, IN",47051,45128.0,28571,16.9,$477,21.7,443.63
"Martin, IN",10334,10369.0,28545,8.8,$332,23.3,335.74
"Miami, IN",36903,36082.0,24639,11.0,$409,21.2,373.84
"Monroe, IN",137974,120563.0,29522,40.1,$606,18.5,394.51
"Montgomery, IN",38124,37629.0,29259,18.6,$450,20.3,504.61
"Morgan, IN",68894,66689.0,33234,13.8,$540,28.6,403.97
"Newton, IN",14244,14566.0,28576,9.5,$420,28.2,401.76
"Noble, IN",47536,46275.0,27096,13.2,$470,22.1,410.84
"Ohio, IN",6128,5623.0,28661,10.9,$443,29.4,86.14
"Orange, IN",19840,19306.0,25948,11.0,$344,26.9,398.39
"Owen, IN",21575,21786.0,25357,8.8,$422,30.1,385.29
"Parke, IN",17339,17241.0,24987,11.2,$355,25.1,444.66
"Perry, IN",19338,18899.0,27709,8.5,$341,22.2,381.73
"Pike, IN",12845,12837.0,27325,9.1,$373,27.3,334.24
"Porter, IN",164343,146798.0,39497,24.1,$649,26.6,418.15
"Posey, IN",25910,27061.0,34635,17.4,$371,23.6,409.57
"Pulaski, IN",13402,13755.0,29707,13.8,$408,21.5,433.65
"Putnam, IN",37963,36019.0,28641,16.1,$466,26.8,480.53
"Randolph, IN",26171,27401.0,27314,10.0,$377,23.0,452.38
"Ripley, IN",28818,26523.0,28505,14.2,$459,25.1,446.43
"Rush, IN",17392,18261.0,30529,12.3,$407,27.8,408.12
"Scott, IN",24181,22960.0,25517,9.4,$494,23.3,190.4
"Shelby, IN",44436,43445.0,31539,14.3,$526,23.8,411.15
"Spencer, IN",20952,20391.0,30113,16.2,$348,27.0,396.74
"St. Joseph, IN",266931,265559.0,35357,25.7,$564,19.5,457.85
"Starke, IN",23363,23556.0,23356,10.7,$393,29.2,309.13
"Steuben, IN",34185,33214.0,28963,18.4,$477,21.3,308.94
"Sullivan, IN",21475,21751.0,24570,13.2,$336,25.8,447.14
"Switzerland, IN",10613,9065.0,26620,11.1,$431,30.3,220.63
"Tippecanoe, IN",172780,148955.0,28891,34.0,$594,17.7,499.81
"Tipton, IN",15936,16577.0,33928,14.1,$509,23.8,260.54
"Union, IN",7516,7349.0,30747,13.4,$448,27.6,161.22
"Vanderburgh, IN",179703,171922.0,36543,21.3,$497,18.5,233.48
"Vermillion, IN",16212,16788.0,29029,12.1,$388,24.3,256.88
"Vigo, IN",107848,105848.0,28072,22.1,$456,19.8,403.31
"Wabash, IN",32888,34960.0,30376,16.8,$393,20.1,412.43
"Warren, IN",8508,8419.0,28133,13.8,$379,23.2,364.68
"Warrick, IN",59689,52383.0,37130,25.1,$512,22.9,384.82
"Washington, IN",28262,27223.0,27180,9.7,$350,28.3,513.73
"Wayne, IN",68917,71097.0,28859,15.4,$445,19.9,401.74
"Wells, IN",27636,27600.0,28947,14.3,$428,21.3,368.09
"White, IN",24643,25267.0,28888,12.7,$475,23.4,505.13
"Whitley, IN",33292,30707.0,31173,16.4,$425,23.8,335.57
"Allen, KS",13371,14385.0,27270,16.3,$297,17.5,500.3
"Anderson, KS",8102,8110.0,25533,15.3,$329,27.6,579.65
"Atchison, KS",16924,16774.0,27512,22.3,$395,18.5,431.17
"Barber, KS",4861,5307.0,28723,20.8,$312,15.0,1134.07
"Barton, KS",27674,28205.0,34447,20.4,$335,13.8,895.4
"Bourbon, KS",15173,15379.0,26500,21.4,$380,18.5,635.47
"Brown, KS",9984,10724.0,30758,16.2,$293,17.0,570.87
"Butler, KS",65880,59482.0,34739,23.9,$457,21.9,1429.86
"Chase, KS",2790,3030.0,36985,20.4,$308,18.8,773.06
"Chautauqua, KS",3669,4359.0,29971,19.5,$314,21.3,638.88
"Cherokee, KS",21603,22605.0,27123,14.2,$335,19.7,587.57
"Cheyenne, KS",2726,3165.0,28614,17.0,$264,15.4,1019.89
"Clark, KS",2215,2390.0,27071,18.3,$268,12.6,974.63
"Clay, KS",8535,8822.0,34076,18.9,$362,20.9,645.3
"Cloud, KS",9533,10268.0,26304,16.0,$261,15.6,715.34
"Coffey, KS",8601,8865.0,34839,19.1,$316,21.5,626.95
"Comanche, KS",1891,1967.0,21162,16.8,$189,11.7,788.3
"Cowley, KS",36311,36291.0,30724,19.3,$378,19.2,1125.75
"Crawford, KS",39134,38242.0,26625,25.3,$422,16.5,589.76
"Decatur, KS",2961,3472.0,31300,17.0,$205,13.6,893.52
"Dickinson, KS",19754,19344.0,29453,19.4,$381,18.2,847.07
"Doniphan, KS",7945,8249.0,26131,16.4,$324,21.6,393.41
"Douglas, KS",110826,99962.0,30365,47.3,$628,19.6,455.87
"Edwards, KS",3037,3449.0,33870,19.9,$298,17.2,621.89
"Elk, KS",2882,3261.0,22791,19.1,$229,27.9,644.27
"Ellis, KS",28452,27507.0,35381,32.2,$443,13.3,899.91
"Ellsworth, KS",6497,6525.0,27514,21.7,$255,19.0,715.85
"Finney, KS",36776,40523.0,24089,16.6,$436,13.3,1301.97
"Ford, KS",33848,32458.0,27606,16.2,$419,13.2,1098.27
"Franklin, KS",25992,24784.0,29049,17.7,$484,24.0,571.76
"Geary, KS",34362,27947.0,36912,19.6,$517,16.3,384.62
"Gove, KS",2695,3068.0,32593,16.6,$312,11.9,1071.67
"Graham, KS",2597,2946.0,39947,22.4,$179,18.4,898.52
"Grant, KS",7829,7909.0,31200,16.0,$320,11.8,574.8
"Gray, KS",6006,5904.0,34693,15.9,$366,14.6,868.87
"Greeley, KS",1247,1534.0,34666,22.0,$350,9.1,778.45
"Greenwood, KS",6689,7673.0,26706,12.8,$282,27.7,1143.3
"Hamilton, KS",2690,2670.0,34566,15.6,$378,9.4,996.51
"Harper, KS",6034,6536.0,29149,15.2,$302,18.3,801.27
"Harvey, KS",34684,32869.0,32793,24.6,$425,18.5,539.75
"Haskell, KS",4256,4307.0,40138,15.6,$364,13.1,577.52
"Hodgeman, KS",1916,2085.0,33404,22.6,$262,18.1,859.99
"Jackson, KS",13462,12657.0,28843,17.7,$394,24.6,656.22
"Jefferson, KS",19126,18426.0,29432,20.8,$416,28.8,532.57
"Jewell, KS",3077,3791.0,29953,19.0,$236,17.4,909.78
"Johnson, KS",544179,451086.0,53472,50.5,$726,20.1,473.38
"Kearny, KS",3977,4531.0,26298,11.8,$369,12.1,870.54
"Kingman, KS",7858,8673.0,28810,20.5,$336,24.5,863.36
"Kiowa, KS",2553,3278.0,28687,23.4,$310,13.5,722.64
"Labette, KS",21607,22835.0,28741,17.2,$312,15.9,645.3
"Lane, KS",1750,2155.0,37229,20.0,$313,13.2,717.46
"Leavenworth, KS",76227,68691.0,31097,27.3,$586,22.0,462.83
"Lincoln, KS",3241,3578.0,24699,17.0,$322,22.4,719.4
"Linn, KS",9656,9570.0,25807,13.8,$348,35.8,594.06
"Logan, KS",2756,3046.0,32967,14.2,$303,11.3,1072.99
"Lyon, KS",33690,35935.0,25306,24.6,$411,15.7,847.47
"Marion, KS",12660,13361.0,26027,18.9,$240,20.5,944.29
"Marshall, KS",10117,10965.0,33126,13.2,$305,15.3,900.18
"McPherson, KS",29180,29554.0,34913,24.3,$426,14.3,898.27
"Meade, KS",4575,4631.0,31535,19.4,$321,16.5,978.09
"Miami, KS",32787,28351.0,35873,23.1,$493,29.4,575.66
"Mitchell, KS",6373,6932.0,29565,21.8,$287,10.8,701.79
"Montgomery, KS",35471,36252.0,29680,18.4,$369,16.1,643.53
"Morris, KS",5923,6104.0,27493,17.5,$337,21.1,695.28
"Morton, KS",3233,3496.0,30819,18.1,$345,13.5,729.73
"Nemaha, KS",10178,10717.0,33180,17.5,$264,13.9,717.43
"Neosho, KS",16512,16997.0,27707,15.9,$313,13.9,571.47
"Ness, KS",3107,3454.0,39493,19.3,$227,12.8,1074.75
"Norton, KS",5671,5953.0,27275,17.2,$289,9.5,878.13
"Osage, KS",16295,16712.0,26201,19.1,$370,28.7,705.52
"Osborne, KS",3858,4452.0,27626,14.7,$265,13.1,892.5
"Ottawa, KS",6091,6163.0,24508,19.2,$350,23.7,720.73
"Pawnee, KS",6973,7233.0,31522,14.9,$347,14.2,754.26
"Phillips, KS",5642,6001.0,34551,17.8,$234,12.8,885.88
"Pottawatomie, KS",21604,18209.0,31971,27.1,$446,22.9,841.02
"Pratt, KS",9656,9647.0,32513,22.7,$383,14.2,735.05
"Rawlins, KS",2519,2966.0,32325,19.5,$291,15.7,1069.42
"Reno, KS",64511,64790.0,28878,18.5,$418,17.2,1255.35
"Republic, KS",4980,5835.0,28391,18.1,$263,16.6,717.37
"Rice, KS",10083,10761.0,24435,20.5,$300,19.9,726.24
"Riley, KS",71115,62843.0,34628,41.2,$617,15.4,609.77
"Rooks, KS",5181,5685.0,29951,20.8,$279,14.6,890.53
"Rush, KS",3307,3551.0,27858,15.5,$269,17.5,717.76
"Russell, KS",6970,7370.0,30126,20.1,$276,12.7,886.26
"Saline, KS",55606,53597.0,34611,22.1,$447,14.3,720.23
"Scott, KS",4936,5120.0,33064,20.5,$369,17.1,717.54
"Sedgwick, KS",498365,452869.0,39811,27.2,$478,17.9,997.51
"Seward, KS",22952,22510.0,28124,13.3,$445,13.8,639.5
"Shawnee, KS",177934,169871.0,35076,28.5,$487,18.3,544.02
"Sheridan, KS",2556,2813.0,39611,17.4,$344,11.6,895.96
"Sherman, KS",6010,6760.0,30670,19.5,$410,9.4,1056.07
"Smith, KS",3853,4536.0,29769,15.1,$255,14.2,895.47
"Stafford, KS",4437,4789.0,28495,21.3,$238,18.7,792.05
"Stanton, KS",2235,2406.0,40419,13.5,$357,13.3,680.35
"Stevens, KS",5724,5463.0,36016,15.1,$417,14.5,727.29
"Sumner, KS",24132,25946.0,31594,17.9,$359,22.7,1181.94
"Thomas, KS",7900,8180.0,32961,23.3,$363,12.0,1074.69
"Trego, KS",3001,3319.0,26067,20.2,$293,12.0,889.48
"Wabaunsee, KS",7053,6885.0,30046,20.4,$347,29.5,794.3
"Wallace, KS",1485,1749.0,31580,21.1,$292,12.7,913.65
"Washington, KS",5799,6483.0,27374,19.4,$243,17.2,894.76
"Wichita, KS",2234,2531.0,40351,12.0,$286,13.1,718.57
"Wilson, KS",9409,10332.0,27125,12.2,$290,16.3,570.42
"Woodson, KS",3309,3788.0,24432,13.5,$272,27.7,497.82
"Wyandotte, KS",157505,157882.0,25963,15.3,$505,20.8,151.6
"Adair, KY",18656,17244.0,22295,12.5,$286,22.1,405.28
"Allen, KY",19956,17800.0,23542,9.5,$339,27.1,344.34
"Anderson, KY",21421,19111.0,27551,17.3,$518,27.0,201.83
"Ballard, KY",8249,8286.0,30497,13.0,$304,20.8,246.66
"Barren, KY",42173,38033.0,25457,15.4,$353,20.0,487.54
"Bath, KY",11591,11085.0,21412,13.5,$303,27.3,278.79
"Bell, KY",28691,30060.0,21167,11.4,$277,20.6,359.0
"Boone, KY",118811,85991.0,33127,26.3,$672,23.7,246.36
"Bourbon, KY",19985,19360.0,31847,16.9,$445,21.8,289.72
"Boyd, KY",49542,49752.0,30703,16.6,$398,19.1,159.86
"Boyle, KY",28432,27697.0,27656,22.1,$420,21.7,180.17
"Bracken, KY",8488,8279.0,25360,9.5,$334,32.8,205.61
"Breathitt, KY",13878,16100.0,21197,9.2,$294,26.2,492.41
"Breckinridge, KY",20059,18648.0,22939,8.0,$332,31.5,567.17
"Bullitt, KY",74319,61236.0,27129,11.2,$515,27.4,297.02
"Butler, KY",12690,13010.0,21214,6.6,$305,28.5,426.09
"Caldwell, KY",12984,13060.0,27498,12.1,$353,20.6,344.79
"Calloway, KY",37191,34177.0,26869,28.7,$399,17.5,385.02
"Campbell, KY",90336,88616.0,35150,25.7,$509,21.9,151.31
"Carlisle, KY",5104,5351.0,26177,11.1,$320,25.1,189.43
"Carroll, KY",10811,10155.0,30214,8.3,$408,20.3,128.57
"Carter, KY",27720,26889.0,21434,12.1,$331,34.5,409.5
"Casey, KY",15955,15447.0,20639,9.0,$281,29.0,444.23
"Christian, KY",73955,72265.0,26271,14.2,$481,17.6,717.5
"Clark, KY",35613,33144.0,30559,16.9,$475,22.7,252.46
"Clay, KY",21730,24556.0,17803,9.1,$279,23.7,469.25
"Clinton, KY",10272,9634.0,23396,6.3,$231,18.6,197.25
"Crittenden, KY",9315,9384.0,23959,8.6,$274,31.8,359.95
"Cumberland, KY",6856,7147.0,20594,8.4,$184,19.2,305.18
"Daviess, KY",96656,91545.0,31121,17.9,$410,17.9,458.35
"Edmonson, KY",12161,11644.0,22355,7.6,$317,31.3,302.88
"Elliott, KY",7852,6748.0,16756,8.4,$270,32.9,234.32
"Estill, KY",14672,15307.0,20283,6.7,$315,33.7,253.08
"Fayette, KY",295803,260512.0,39891,39.0,$571,19.8,283.65
"Fleming, KY",14348,13792.0,20300,13.7,$311,28.1,348.54
"Floyd, KY",39451,42441.0,23700,12.4,$335,23.5,393.35
"Franklin, KY",49285,47687.0,33366,27.3,$468,17.8,207.75
"Fulton, KY",6813,7752.0,27379,11.2,$213,19.3,205.5
"Gallatin, KY",8589,7870.0,23930,6.7,$432,25.3,101.23
"Garrard, KY",16912,14792.0,22669,12.1,$408,26.2,230.08
"Grant, KY",24662,22384.0,24795,10.6,$490,29.4,257.97
"Graves, KY",37121,37028.0,24156,14.0,$327,23.8,551.74
"Grayson, KY",25746,24053.0,21316,7.8,$360,28.2,496.7
"Green, KY",11258,11518.0,20233,11.7,$303,28.2,286.03
"Greenup, KY",36910,36891.0,28811,13.5,$395,21.6,344.4
"Hancock, KY",8565,8392.0,25492,10.5,$340,21.6,187.65
"Hardin, KY",105543,94174.0,32544,18.7,$467,20.2,623.28
"Harlan, KY",29278,33202.0,21094,11.0,$287,23.2,465.83
"Harrison, KY",18846,17983.0,25849,12.9,$339,23.8,306.36
"Hart, KY",18199,17445.0,19946,9.2,$270,27.0,412.09
"Henderson, KY",46250,44829.0,29434,16.3,$427,20.6,436.67
"Henry, KY",15416,15060.0,26998,14.0,$421,27.8,286.28
"Hickman, KY",4902,5262.0,47274,16.1,$198,17.3,242.27
"Hopkins, KY",46920,46519.0,28220,14.0,$346,20.1,542.0
"Jackson, KY",13494,13495.0,16081,9.1,$305,35.1,345.2
"Jefferson, KY",741096,693604.0,41626,28.1,$538,21.1,380.42
"Jessamine, KY",48586,39041.0,28786,27.5,$520,23.0,172.12
"Johnson, KY",23356,23445.0,22923,10.1,$327,25.9,261.95
"Kenton, KY",159720,151464.0,38618,27.3,$546,22.0,160.25
"Knott, KY",16346,17649.0,21075,10.6,$280,25.0,351.52
"Knox, KY",31883,31795.0,22106,8.5,$310,21.9,386.3
"Larue, KY",14193,13373.0,29638,12.3,$336,26.9,261.52
"Laurel, KY",58849,52715.0,23704,13.4,$371,22.6,433.95
"Lawrence, KY",15860,15569.0,20849,8.5,$327,28.1,415.6
"Lee, KY",7887,7916.0,20802,9.0,$210,24.2,208.86
"Leslie, KY",11310,12401.0,21104,9.6,$275,24.7,400.84
"Letcher, KY",24519,25277.0,23252,11.0,$287,24.9,337.91
"Lewis, KY",13870,14092.0,17692,10.1,$300,28.6,482.84
"Lincoln, KY",24742,23361.0,21190,9.5,$352,29.5,334.1
"Livingston, KY",9519,9804.0,28243,11.9,$300,26.1,313.13
"Logan, KY",26835,26573.0,25113,9.9,$345,23.0,552.13
"Lyon, KY",8314,8080.0,24760,11.0,$383,21.8,213.84
"Madison, KY",82916,70872.0,24789,26.4,$439,21.9,437.29
"Magoffin, KY",13333,13332.0,20206,10.6,$288,28.2,308.44
"Marion, KY",19820,18212.0,25593,11.4,$360,21.2,343.01
"Marshall, KY",31448,30125.0,29000,14.4,$375,21.5,301.25
"Martin, KY",12929,12578.0,22295,7.5,$310,23.3,229.61
"Mason, KY",17490,16800.0,28231,14.7,$350,21.9,240.13
"McCracken, KY",65565,65514.0,36226,20.8,$408,17.6,248.74
"McCreary, KY",18306,17080.0,17816,8.3,$291,23.0,426.8
"McLean, KY",9531,9938.0,27566,10.7,$278,27.9,252.47
"Meade, KY",28602,26349.0,27983,11.3,$444,29.4,305.42
"Menifee, KY",6306,6556.0,17816,10.9,$281,33.3,203.59
"Mercer, KY",21331,20817.0,25899,16.7,$394,24.5,248.8
"Metcalfe, KY",10099,10037.0,20364,8.8,$292,23.0,289.65
"Monroe, KY",10963,11756.0,21109,11.8,$233,24.1,329.37
"Montgomery, KY",26499,22554.0,24775,13.8,$409,23.8,197.37
"Morgan, KY",13923,13948.0,17648,11.1,$310,28.7,381.13
"Muhlenberg, KY",31499,31839.0,25204,9.8,$357,24.5,467.08
"Nelson, KY",43437,37477.0,29236,14.9,$432,26.1,417.51
"Nicholas, KY",7135,6813.0,24301,7.3,$279,29.6,195.17
"Ohio, KY",23842,22916.0,24353,9.6,$333,23.2,587.27
"Oldham, KY",60316,46178.0,41352,37.1,$563,25.3,187.22
"Owen, KY",10841,10547.0,20592,18.7,$418,33.1,351.1
"Owsley, KY",4755,4858.0,21321,4.6,$230,19.7,197.41
"Pendleton, KY",14877,14390.0,23095,10.3,$394,31.9,277.16
"Perry, KY",28712,29390.0,26175,12.0,$333,22.5,339.67
"Pike, KY",65024,68736.0,27239,12.1,$353,23.9,786.83
"Powell, KY",12613,13237.0,20955,11.4,$367,29.2,178.98
"Pulaski, KY",63063,56217.0,26172,12.8,$370,22.2,658.41
"Robertson, KY",2282,2266.0,20956,8.6,$304,39.4,99.91
"Rockcastle, KY",17056,16582.0,19921,10.1,$300,26.6,316.55
"Rowan, KY",23333,22094.0,22399,24.2,$388,21.7,279.8
"Russell, KY",17565,16315.0,22645,12.8,$296,18.9,253.66
"Scott, KY",47173,33061.0,32076,26.3,$529,21.7,281.77
"Shelby, KY",42074,33337.0,31320,23.0,$553,24.2,379.64
"Simpson, KY",17327,16405.0,28476,15.5,$445,18.7,234.2
"Spencer, KY",17061,11766.0,25600,16.3,$470,32.6,186.68
"Taylor, KY",24512,22927.0,24865,16.3,$340,18.9,266.33
"Todd, KY",12460,11971.0,22622,11.5,$316,25.3,374.5
"Trigg, KY",14339,12597.0,33447,16.2,$347,26.4,441.43
"Trimble, KY",8809,8125.0,19212,9.8,$410,31.2,151.65
"Union, KY",15007,15637.0,29053,13.1,$315,21.9,342.85
"Warren, KY",113792,92522.0,30802,27.9,$467,19.3,541.6
"Washington, KY",11717,10916.0,24488,11.7,$341,27.7,297.27
"Wayne, KY",20813,19923.0,20350,9.1,$263,25.6,458.17
"Webster, KY",13621,14120.0,31362,10.2,$330,25.1,331.94
"Whitley, KY",35637,35865.0,22780,12.6,$346,21.6,437.83
"Wolfe, KY",7355,7065.0,19312,8.1,$176,27.6,222.17
"Woodford, KY",24939,23208.0,46240,32.7,$549,21.8,188.78
"Acadia, LA",61773,58861.0,26859,10.8,$302,29.7,655.12
"Allen, LA",25764,25440.0,20060,9.0,$328,28.1,761.85
"Ascension, LA",107215,76627.0,34166,20.6,$497,27.2,289.98
"Assumption, LA",23421,23388.0,31992,8.3,$329,32.1,338.66
"Avoyelles, LA",42073,41481.0,23726,10.0,$287,31.2,832.43
"Beauregard, LA",35654,32986.0,25291,13.9,$372,31.2,1157.34
"Bienville, LA",14353,15752.0,24367,13.6,$281,30.6,811.27
"Bossier, LA",116979,98310.0,31678,21.2,$543,20.5,840.06
"Caddo, LA",254969,252161.0,37029,22.3,$486,19.2,878.54
"Calcasieu, LA",192768,183577.0,34809,19.3,$476,20.3,1063.66
"Caldwell, LA",10132,10560.0,23998,12.5,$247,37.8,529.43
"Cameron, LA",6839,9991.0,32952,12.9,$617,34.4,1284.89
"Catahoula, LA",10407,10920.0,24387,12.4,$252,40.3,708.03
"Claiborne, LA",17195,16851.0,25044,11.4,$300,28.8,754.88
"Concordia, LA",20822,20247.0,25218,11.7,$221,26.1,696.92
"De Soto, LA",26656,25494.0,27117,14.6,$240,29.5,875.58
"East Baton Rouge, LA",440171,412852.0,37352,32.2,$577,23.5,455.37
"East Carroll, LA",7759,9421.0,23615,9.0,$226,15.1,420.7
"East Feliciana, LA",20267,21360.0,28870,11.9,$295,30.3,453.41
"Evangeline, LA",33984,35434.0,21197,10.8,$239,34.0,662.38
"Franklin, LA",20767,21263.0,23440,10.5,$301,34.7,624.59
"Grant, LA",22309,18698.0,23649,12.9,$388,29.5,643.03
"Iberia, LA",73240,73266.0,33104,13.1,$385,21.9,574.11
"Iberville, LA",33387,33320.0,28591,11.7,$282,25.2,618.63
"Jackson, LA",16274,15397.0,25835,13.6,$303,23.0,569.18
"Jefferson, LA",432552,455466.0,42010,23.0,$685,23.6,295.63
"Jefferson Davis, LA",31594,31435.0,26662,11.1,$337,29.7,651.33
"La Salle, LA",14890,14282.0,25509,12.2,$272,38.0,624.68
"Lafayette, LA",221578,190503.0,40898,27.7,$525,22.6,268.72
"Lafourche, LA",96318,89974.0,37257,14.4,$383,27.0,1068.21
"Lincoln, LA",46735,42509.0,28815,31.2,$444,18.1,471.74
"Livingston, LA",128026,91814.0,28355,15.6,$490,34.1,648.17
"Madison, LA",12093,13728.0,21052,9.4,$294,17.4,624.44
"Morehouse, LA",27979,31021.0,23937,11.3,$328,21.8,794.93
"Natchitoches, LA",39566,39080.0,27115,20.8,$375,24.2,1252.25
"Orleans, LA",343829,484674.0,53433,29.3,$657,23.4,169.42
"Ouachita, LA",153720,147250.0,31842,24.2,$417,20.1,610.41
"Plaquemines, LA",23042,26757.0,41620,15.4,$909,27.3,779.91
"Pointe Coupee, LA",22802,22763.0,29809,13.9,$294,29.1,557.35
"Rapides, LA",131613,126337.0,32687,19.4,$442,21.3,1317.96
"Red River, LA",9091,9622.0,23931,13.5,$223,28.7,389.09
"Richland, LA",20725,20981.0,24318,12.2,$306,23.4,559.04
"Sabine, LA",24233,23459.0,23311,10.9,$253,32.7,866.66
"St. Bernard, LA",35897,67229.0,39050,10.0,$634,27.9,377.52
"St. Charles, LA",52780,48072.0,34704,19.0,$588,28.0,279.08
"St. Helena, LA",11203,10525.0,28133,10.4,$312,36.4,408.4
"St. James, LA",22102,21216.0,28763,14.7,$358,24.4,241.54
"St. John the Baptist, LA",45924,43044.0,30693,16.4,$493,26.5,213.07
"St. Landry, LA",83384,87700.0,26386,11.6,$285,26.3,923.88
"St. Martin, LA",52160,48583.0,26500,11.1,$353,28.8,737.65
"St. Mary, LA",54650,53500.0,35328,10.4,$378,22.0,555.38
"St. Tammany, LA",233740,191268.0,43206,30.2,$735,31.2,845.55
"Tangipahoa, LA",121097,100588.0,27498,19.0,$489,31.7,791.28
"Tensas, LA",5252,6618.0,27229,10.9,$188,23.5,602.78
"Terrebonne, LA",111860,104503.0,34744,14.6,$500,24.1,1231.82
"Union, LA",22721,22803.0,26265,14.7,$283,30.2,876.99
"Vermilion, LA",57999,53807.0,27222,10.6,$339,27.5,1173.2
"Vernon, LA",52334,52531.0,34764,16.2,$642,20.3,1327.91
"Washington, LA",47168,43926.0,24843,12.7,$324,30.4,669.53
"Webster, LA",41207,41831.0,29355,13.7,$313,25.9,593.03
"West Baton Rouge, LA",23788,21601.0,32171,16.9,$426,22.6,192.39
"West Carroll, LA",11604,12314.0,21025,9.5,$249,22.7,359.65
"West Feliciana, LA",15625,15111.0,24796,13.5,$418,28.6,403.21
"Winn, LA",15313,16894.0,22856,12.0,$250,29.0,950.09
"Barnstable, MA",215888,222230.0,47640,39.7,$888,23.6,393.72
"Berkshire, MA",131219,134953.0,40203,30.1,$574,19.5,926.83
"Bristol, MA",548285,534678.0,38181,24.0,$631,25.7,553.1
"Dukes, MA",16535,14987.0,52221,40.1,$971,15.9,103.25
"Essex, MA",743159,723419.0,48429,35.7,$841,27.0,492.56
"Franklin, MA",71372,71535.0,37357,32.0,$666,24.2,699.32
"Hampden, MA",463490,456228.0,35301,23.6,$603,21.9,617.14
